Cidades,Estados,Geocode
Piquerobi/SP,SP,3538303.0
Piquete/SP,SP,3538501.0
Piracaia/SP,SP,3538600.0
Piracicaba/SP,SP,3538709.0
Piraju/SP,SP,3538808.0
Pirajuí/SP,SP,3538907.0
Pirangi/SP,SP,3539004.0
Pirapora do Bom Jesus/SP,SP,3539103.0
Pirapozinho/SP,SP,3539202.0
Pirassununga/SP,SP,3539301.0
Piratininga/SP,SP,3539400.0
Pitangueiras/SP,SP,3539509.0
Planalto/SP,SP,3539608.0
Platina/SP,SP,3539707.0
Poá/SP,SP,3539806.0
Poloni/SP,SP,3539905.0
Pompéia/SP,SP,3540002.0
Pongaí/SP,SP,3540101.0
Pontal/SP,SP,3540200.0
Pontalinda/SP,SP,3540259.0
Pontes Gestal/SP,SP,3540309.0
Populina/SP,SP,3540408.0
Porangaba/SP,SP,3540507.0
Porto Feliz/SP,SP,3540606.0
Porto Ferreira/SP,SP,3540705.0
Potirendaba/SP,SP,3540804.0
Pradópolis/SP,SP,3540903.0
Praia Grande/SP,SP,3541000.0
Pratânia/SP,SP,3541059.0
Presidente Alves/SP,SP,3541109.0
Presidente Bernardes/SP,SP,3541208.0
Presidente Epitácio/SP,SP,3541307.0
Presidente Prudente/SP,SP,3541406.0
Presidente Venceslau/SP,SP,3541505.0
Promissão/SP,SP,3541604.0
Quadra/SP,SP,3541653.0
Quatá/SP,SP,3541703.0
Queiroz/SP,SP,3541802.0
Queluz/SP,SP,3541901.0
Quintana/SP,SP,3542008.0
Rafard/SP,SP,3542107.0
Rancharia/SP,SP,3542206.0
Redenção da Serra/SP,SP,3542305.0
Regente Feijó/SP,SP,3542404.0
Reginópolis/SP,SP,3542503.0
Registro/SP,SP,3542602.0
Ribeira/SP,SP,3542800.0
Ribeirão Bonito/SP,SP,3542909.0
Ribeirão Branco/SP,SP,3543006.0
Ribeirão Corrente/SP,SP,3543105.0
Ribeirão do Sul/SP,SP,3543204.0
Ribeirão dos Índios/SP,SP,3543238.0
Ribeirão Grande/SP,SP,3543253.0
Ribeirão Pires/SP,SP,3543303.0
Ribeirão Preto/SP,SP,3543402.0
Riversul/SP,SP,3543501.0
Rifaina/SP,SP,3543600.0
Rincão/SP,SP,3543709.0
Rinópolis/SP,SP,3543808.0
Rio Claro/SP,SP,3543907.0
Rio das Pedras/SP,SP,3544004.0
Riolândia/SP,SP,3544202.0
Rosana/SP,SP,3544251.0
Roseira/SP,SP,3544301.0
Rubinéia/SP,SP,3544509.0
Sabino/SP,SP,3544608.0
Sagres/SP,SP,3544707.0
Sales/SP,SP,3544806.0
Sales Oliveira/SP,SP,3544905.0
Salesópolis/SP,SP,3545001.0
Salmourão/SP,SP,3545100.0
Saltinho/SP,SP,3545159.0
Salto/SP,SP,3545209.0
Salto de Pirapora/SP,SP,3545308.0
Salto Grande/SP,SP,3545407.0
Sandovalina/SP,SP,3545506.0
Santa Adélia/SP,SP,3545605.0
Santa Albertina/SP,SP,3545704.0
Santa Bárbara d'Oeste/SP,SP,3545803.0
Santa Branca/SP,SP,3546009.0
Santa Cruz da Conceição/SP,SP,3546207.0
Santa Cruz da Esperança/SP,SP,3546256.0
Santa Cruz das Palmeiras/SP,SP,3546306.0
Santa Cruz do Rio Pardo/SP,SP,3546405.0
Santa Ernestina/SP,SP,3546504.0
Santa Fé do Sul/SP,SP,3546603.0
Santa Gertrudes/SP,SP,3546702.0
Santa Isabel/SP,SP,3546801.0
Santa Lúcia/SP,SP,3546900.0
Santa Maria da Serra/SP,SP,3547007.0
Santa Mercedes/SP,SP,3547106.0
Santana da Ponte Pensa/SP,SP,3547205.0
Santana de Parnaíba/SP,SP,3547304.0
Santa Rita d'Oeste/SP,SP,3547403.0
Santa Rita do Passa Quatro/SP,SP,3547502.0
Santa Rosa de Viterbo/SP,SP,3547601.0
Santa Salete/SP,SP,3547650.0
Santo Anastácio/SP,SP,3547700.0
Santo André/SP,SP,3547809.0
Santo Antônio da Alegria/SP,SP,3547908.0
Santo Antônio de Posse/SP,SP,3548005.0
Santo Antônio do Aracanguá/SP,SP,3548054.0
Santo Antônio do Jardim/SP,SP,3548104.0
Santo Antônio do Pinhal/SP,SP,3548203.0
Santo Expedito/SP,SP,3548302.0
Santópolis do Aguapeí/SP,SP,3548401.0
Santos/SP,SP,3548500.0
São Bento do Sapucaí/SP,SP,3548609.0
São Bernardo do Campo/SP,SP,3548708.0
São Caetano do Sul/SP,SP,3548807.0
São Carlos/SP,SP,3548906.0
São Francisco/SP,SP,3549003.0
São João da Boa Vista/SP,SP,3549102.0
São João do Pau d'Alho/SP,SP,3549300.0
São Joaquim da Barra/SP,SP,3549409.0
São José da Bela Vista/SP,SP,3549508.0
São José do Barreiro/SP,SP,3549607.0
São José do Rio Pardo/SP,SP,3549706.0
São José do Rio Preto/SP,SP,3549805.0
São José dos Campos/SP,SP,3549904.0
São Lourenço da Serra/SP,SP,3549953.0
São Luiz do Paraitinga/SP,SP,3550001.0
São Manuel/SP,SP,3550100.0
São Miguel Arcanjo/SP,SP,3550209.0
São Paulo/SP,SP,3550308.0
São Pedro/SP,SP,3550407.0
São Pedro do Turvo/SP,SP,3550506.0
São Roque/SP,SP,3550605.0
São Sebastião/SP,SP,3550704.0
São Sebastião da Grama/SP,SP,3550803.0
São Simão/SP,SP,3550902.0
São Vicente/SP,SP,3551009.0
Sarapuí/SP,SP,3551108.0
Sarutaiá/SP,SP,3551207.0
Sebastianópolis do Sul/SP,SP,3551306.0
Serra Azul/SP,SP,3551405.0
Serrana/SP,SP,3551504.0
Serra Negra/SP,SP,3551603.0
Sertãozinho/SP,SP,3551702.0
Sete Barras/SP,SP,3551801.0
Severínia/SP,SP,3551900.0
Silveiras/SP,SP,3552007.0
Socorro/SP,SP,3552106.0
Sorocaba/SP,SP,3552205.0
Sud Mennucci/SP,SP,3552304.0
Sumaré/SP,SP,3552403.0
Suzano/SP,SP,3552502.0
Suzanápolis/SP,SP,3552551.0
Tabapuã/SP,SP,3552601.0
Tabatinga/SP,SP,3552700.0
Taboão da Serra/SP,SP,3552809.0
Taciba/SP,SP,3552908.0
Taguaí/SP,SP,3553005.0
Taiaçu/SP,SP,3553104.0
Taiúva/SP,SP,3553203.0
Tambaú/SP,SP,3553302.0
Tanabi/SP,SP,3553401.0
Tapiraí/SP,SP,3553500.0
Tapiratiba/SP,SP,3553609.0
Taquaral/SP,SP,3553658.0
Taquaritinga/SP,SP,3553708.0
Taquarituba/SP,SP,3553807.0
Taquarivaí/SP,SP,3553856.0
Tarabai/SP,SP,3553906.0
Tarumã/SP,SP,3553955.0
Tatuí/SP,SP,3554003.0
Taubaté/SP,SP,3554102.0
Tejupá/SP,SP,3554201.0
Teodoro Sampaio/SP,SP,3554300.0
Terra Roxa/SP,SP,3554409.0
Tietê/SP,SP,3554508.0
Timburi/SP,SP,3554607.0
Torre de Pedra/SP,SP,3554656.0
Torrinha/SP,SP,3554706.0
Tremembé/SP,SP,3554805.0
Três Fronteiras/SP,SP,3554904.0
Tuiuti/SP,SP,3554953.0
Tupã/SP,SP,3555000.0
Tupi Paulista/SP,SP,3555109.0
Turiúba/SP,SP,3555208.0
Turmalina/SP,SP,3555307.0
Ubarana/SP,SP,3555356.0
Ubatuba/SP,SP,3555406.0
Ubirajara/SP,SP,3555505.0
Uchoa/SP,SP,3555604.0
União Paulista/SP,SP,3555703.0
Urânia/SP,SP,3555802.0
Uru/SP,SP,3555901.0
Urupês/SP,SP,3556008.0
Valentim Gentil/SP,SP,3556107.0
Valinhos/SP,SP,3556206.0
Valparaíso/SP,SP,3556305.0
Vargem/SP,SP,3556354.0
Vargem Grande do Sul/SP,SP,3556404.0
Vargem Grande Paulista/SP,SP,3556453.0
Várzea Paulista/SP,SP,3556503.0
Vera Cruz/SP,SP,3556602.0
Vinhedo/SP,SP,3556701.0
Viradouro/SP,SP,3556800.0
Vista Alegre do Alto/SP,SP,3556909.0
Vitória Brasil/SP,SP,3556958.0
Votorantim/SP,SP,3557006.0
Votuporanga/SP,SP,3557105.0
Zacarias/SP,SP,3557154.0
Chavantes/SP,SP,3557204.0
Abatiá/PR,PR,4100103.0
Adrianópolis/PR,PR,4100202.0
Agudos do Sul/PR,PR,4100301.0
Altamira do Paraná/PR,PR,4100459.0
Altônia/PR,PR,4100509.0
Alto Paraná/PR,PR,4100608.0
Alto Piquiri/PR,PR,4100707.0
Alvorada do Sul/PR,PR,4100806.0
Amaporã/PR,PR,4100905.0
Ampére/PR,PR,4101002.0
Andirá/PR,PR,4101101.0
Ângulo/PR,PR,4101150.0
Antonina/PR,PR,4101200.0
Antônio Olinto/PR,PR,4101309.0
Apucarana/PR,PR,4101408.0
Arapongas/PR,PR,4101507.0
Arapoti/PR,PR,4101606.0
Arapuã/PR,PR,4101655.0
Araruna/PR,PR,4101705.0
Araucária/PR,PR,4101804.0
Ariranha do Ivaí/PR,PR,4101853.0
Assaí/PR,PR,4101903.0
Assis Chateaubriand/PR,PR,4102000.0
Astorga/PR,PR,4102109.0
Atalaia/PR,PR,4102208.0
Balsa Nova/PR,PR,4102307.0
Bandeirantes/PR,PR,4102406.0
Barbosa Ferraz/PR,PR,4102505.0
Barracão/PR,PR,4102604.0
Barra do Jacaré/PR,PR,4102703.0
Bela Vista da Caroba/PR,PR,4102752.0
Bela Vista do Paraíso/PR,PR,4102802.0
Bituruna/PR,PR,4102901.0
Boa Esperança do Iguaçu/PR,PR,4103024.0
Boa Ventura de São Roque/PR,PR,4103040.0
Boa Vista da Aparecida/PR,PR,4103057.0
Bocaiúva do Sul/PR,PR,4103107.0
Bom Jesus do Sul/PR,PR,4103156.0
Bom Sucesso/PR,PR,4103206.0
Bom Sucesso do Sul/PR,PR,4103222.0
Borrazópolis/PR,PR,4103305.0
Braganey/PR,PR,4103354.0
Brasilândia do Sul/PR,PR,4103370.0
Cafeara/PR,PR,4103404.0
Cafelândia/PR,PR,4103453.0
Cafezal do Sul/PR,PR,4103479.0
Califórnia/PR,PR,4103503.0
Cambará/PR,PR,4103602.0
Cambé/PR,PR,4103701.0
Cambira/PR,PR,4103800.0
Campina da Lagoa/PR,PR,4103909.0
Campina do Simão/PR,PR,4103958.0
Campina Grande do Sul/PR,PR,4104006.0
Campo Bonito/PR,PR,4104055.0
Campo do Tenente/PR,PR,4104105.0
Campo Largo/PR,PR,4104204.0
Campo Mourão/PR,PR,4104303.0
Cândido de Abreu/PR,PR,4104402.0
Candói/PR,PR,4104428.0
Cantagalo/PR,PR,4104451.0
Capanema/PR,PR,4104501.0
Capitão Leônidas Marques/PR,PR,4104600.0
Carambeí/PR,PR,4104659.0
Carlópolis/PR,PR,4104709.0
Cascavel/PR,PR,4104808.0
Castro/PR,PR,4104907.0
Catanduvas/PR,PR,4105003.0
Centenário do Sul/PR,PR,4105102.0
Cerro Azul/PR,PR,4105201.0
Céu Azul/PR,PR,4105300.0
Chopinzinho/PR,PR,4105409.0
Cianorte/PR,PR,4105508.0
Cidade Gaúcha/PR,PR,4105607.0
Clevelândia/PR,PR,4105706.0
Colorado/PR,PR,4105904.0
Congonhinhas/PR,PR,4106001.0
Conselheiro Mairinck/PR,PR,4106100.0
Contenda/PR,PR,4106209.0
Corbélia/PR,PR,4106308.0
Cornélio Procópio/PR,PR,4106407.0
Coronel Domingos Soares/PR,PR,4106456.0
Coronel Vivida/PR,PR,4106506.0
Corumbataí do Sul/PR,PR,4106555.0
Cruzeiro do Iguaçu/PR,PR,4106571.0
Cruzeiro do Oeste/PR,PR,4106605.0
Cruzeiro do Sul/PR,PR,4106704.0
Cruz Machado/PR,PR,4106803.0
Cruzmaltina/PR,PR,4106852.0
Curitiba/PR,PR,4106902.0
Curiúva/PR,PR,4107009.0
Diamante do Norte/PR,PR,4107108.0
Diamante do Sul/PR,PR,4107124.0
Diamante D'Oeste/PR,PR,4107157.0
Dois Vizinhos/PR,PR,4107207.0
Douradina/PR,PR,4107256.0
Doutor Camargo/PR,PR,4107306.0
Enéas Marques/PR,PR,4107405.0
Engenheiro Beltrão/PR,PR,4107504.0
Esperança Nova/PR,PR,4107520.0
Entre Rios do Oeste/PR,PR,4107538.0
Espigão Alto do Iguaçu/PR,PR,4107546.0
Farol/PR,PR,4107553.0
Faxinal/PR,PR,4107603.0
Fazenda Rio Grande/PR,PR,4107652.0
Fênix/PR,PR,4107702.0
Fernandes Pinheiro/PR,PR,4107736.0
Figueira/PR,PR,4107751.0
Floraí/PR,PR,4107801.0
Flor da Serra do Sul/PR,PR,4107850.0
Floresta/PR,PR,4107900.0
Florestópolis/PR,PR,4108007.0
Flórida/PR,PR,4108106.0
Formosa do Oeste/PR,PR,4108205.0
Foz do Iguaçu/PR,PR,4108304.0
Francisco Alves/PR,PR,4108320.0
Francisco Beltrão/PR,PR,4108403.0
Foz do Jordão/PR,PR,4108452.0
General Carneiro/PR,PR,4108502.0
Godoy Moreira/PR,PR,4108551.0
Goioerê/PR,PR,4108601.0
Goioxim/PR,PR,4108650.0
Grandes Rios/PR,PR,4108700.0
Guaíra/PR,PR,4108809.0
Guairaçá/PR,PR,4108908.0
Guamiranga/PR,PR,4108957.0
Guapirama/PR,PR,4109005.0
Guaraci/PR,PR,4109203.0
Guaraniaçu/PR,PR,4109302.0
Guarapuava/PR,PR,4109401.0
Guaraqueçaba/PR,PR,4109500.0
Guaratuba/PR,PR,4109609.0
Honório Serpa/PR,PR,4109658.0
Ibaiti/PR,PR,4109708.0
Ibema/PR,PR,4109757.0
Ibiporã/PR,PR,4109807.0
Icaraíma/PR,PR,4109906.0
Iguaraçu/PR,PR,4110003.0
Iguatu/PR,PR,4110052.0
Imbaú/PR,PR,4110078.0
Imbituva/PR,PR,4110102.0
Inácio Martins/PR,PR,4110201.0
Inajá/PR,PR,4110300.0
Indianópolis/PR,PR,4110409.0
Ipiranga/PR,PR,4110508.0
Iporã/PR,PR,4110607.0
Iracema do Oeste/PR,PR,4110656.0
Irati/PR,PR,4110706.0
Iretama/PR,PR,4110805.0
Itaguajé/PR,PR,4110904.0
Itaipulândia/PR,PR,4110953.0
Itambaracá/PR,PR,4111001.0
Itambé/PR,PR,4111100.0
Itapejara d'Oeste/PR,PR,4111209.0
Itaúna do Sul/PR,PR,4111308.0
Ivaí/PR,PR,4111407.0
Ivaiporã/PR,PR,4111506.0
Ivaté/PR,PR,4111555.0
Ivatuba/PR,PR,4111605.0
Jaboti/PR,PR,4111704.0
Jacarezinho/PR,PR,4111803.0
Jaguapitã/PR,PR,4111902.0
Jaguariaíva/PR,PR,4112009.0
Jandaia do Sul/PR,PR,4112108.0
Janiópolis/PR,PR,4112207.0
Japira/PR,PR,4112306.0
Japurá/PR,PR,4112405.0
Jardim Alegre/PR,PR,4112504.0
Jataizinho/PR,PR,4112702.0
Jesuítas/PR,PR,4112751.0
Joaquim Távora/PR,PR,4112801.0
Jundiaí do Sul/PR,PR,4112900.0
Juranda/PR,PR,4112959.0
Jussara/PR,PR,4113007.0
Kaloré/PR,PR,4113106.0
Lapa/PR,PR,4113205.0
Laranjal/PR,PR,4113254.0
Laranjeiras do Sul/PR,PR,4113304.0
Leópolis/PR,PR,4113403.0
Lidianópolis/PR,PR,4113429.0
Lindoeste/PR,PR,4113452.0
Loanda/PR,PR,4113502.0
Lobato/PR,PR,4113601.0
Londrina/PR,PR,4113700.0
Luiziana/PR,PR,4113734.0
Lunardelli/PR,PR,4113759.0
Lupionópolis/PR,PR,4113809.0
Mallet/PR,PR,4113908.0
Mamborê/PR,PR,4114005.0
Mandaguaçu/PR,PR,4114104.0
Mandaguari/PR,PR,4114203.0
Mandirituba/PR,PR,4114302.0
Manfrinópolis/PR,PR,4114351.0
Mangueirinha/PR,PR,4114401.0
Manoel Ribas/PR,PR,4114500.0
Marechal Cândido Rondon/PR,PR,4114609.0
Maria Helena/PR,PR,4114708.0
Marialva/PR,PR,4114807.0
Marilândia do Sul/PR,PR,4114906.0
Mariluz/PR,PR,4115101.0
Maringá/PR,PR,4115200.0
Mariópolis/PR,PR,4115309.0
Maripá/PR,PR,4115358.0
Marmeleiro/PR,PR,4115408.0
Marquinho/PR,PR,4115457.0
Marumbi/PR,PR,4115507.0
Matelândia/PR,PR,4115606.0
Matinhos/PR,PR,4115705.0
Mato Rico/PR,PR,4115739.0
Mauá da Serra/PR,PR,4115754.0
Medianeira/PR,PR,4115804.0
Mercedes/PR,PR,4115853.0
Miraselva/PR,PR,4116000.0
Missal/PR,PR,4116059.0
Moreira Sales/PR,PR,4116109.0
Morretes/PR,PR,4116208.0
Munhoz de Melo/PR,PR,4116307.0
Nossa Senhora das Graças/PR,PR,4116406.0
Nova América da Colina/PR,PR,4116604.0
Nova Aurora/PR,PR,4116703.0
Nova Cantu/PR,PR,4116802.0
Nova Esperança/PR,PR,4116901.0
Nova Esperança do Sudoeste/PR,PR,4116950.0
Nova Fátima/PR,PR,4117008.0
Nova Laranjeiras/PR,PR,4117057.0
Nova Londrina/PR,PR,4117107.0
Nova Olímpia/PR,PR,4117206.0
Nova Santa Bárbara/PR,PR,4117214.0
Nova Santa Rosa/PR,PR,4117222.0
Nova Prata do Iguaçu/PR,PR,4117255.0
Nova Tebas/PR,PR,4117271.0
Novo Itacolomi/PR,PR,4117297.0
Ortigueira/PR,PR,4117305.0
Ourizona/PR,PR,4117404.0
Ouro Verde do Oeste/PR,PR,4117453.0
Paiçandu/PR,PR,4117503.0
Palmas/PR,PR,4117602.0
Palmeira/PR,PR,4117701.0
Palmital/PR,PR,4117800.0
Palotina/PR,PR,4117909.0
Paraíso do Norte/PR,PR,4118006.0
Paranacity/PR,PR,4118105.0
Paranaguá/PR,PR,4118204.0
Paranapoema/PR,PR,4118303.0
Paranavaí/PR,PR,4118402.0
Pato Bragado/PR,PR,4118451.0
Pato Branco/PR,PR,4118501.0
Paula Freitas/PR,PR,4118600.0
Paulo Frontin/PR,PR,4118709.0
Peabiru/PR,PR,4118808.0
Perobal/PR,PR,4118857.0
Pérola/PR,PR,4118907.0
Pérola d'Oeste/PR,PR,4119004.0
Piên/PR,PR,4119103.0
Pinhalão/PR,PR,4119202.0
Pinhal de São Bento/PR,PR,4119251.0
Pinhão/PR,PR,4119301.0
Piraí do Sul/PR,PR,4119400.0
Pitanga/PR,PR,4119608.0
Pitangueiras/PR,PR,4119657.0
Planaltina do Paraná/PR,PR,4119707.0
Planalto/PR,PR,4119806.0
Ponta Grossa/PR,PR,4119905.0
Pontal do Paraná/PR,PR,4119954.0
Porecatu/PR,PR,4120002.0
Porto Amazonas/PR,PR,4120101.0
Porto Barreiro/PR,PR,4120150.0
Porto Rico/PR,PR,4120200.0
Porto Vitória/PR,PR,4120309.0
Prado Ferreira/PR,PR,4120333.0
Pranchita/PR,PR,4120358.0
Presidente Castelo Branco/PR,PR,4120408.0
Primeiro de Maio/PR,PR,4120507.0
Prudentópolis/PR,PR,4120606.0
Quarto Centenário/PR,PR,4120655.0
Quatiguá/PR,PR,4120705.0
Quatro Barras/PR,PR,4120804.0
Quatro Pontes/PR,PR,4120853.0
Quedas do Iguaçu/PR,PR,4120903.0
Querência do Norte/PR,PR,4121000.0
Quinta do Sol/PR,PR,4121109.0
Quitandinha/PR,PR,4121208.0
Rancho Alegre/PR,PR,4121307.0
Realeza/PR,PR,4121406.0
Rebouças/PR,PR,4121505.0
Renascença/PR,PR,4121604.0
Reserva/PR,PR,4121703.0
Reserva do Iguaçu/PR,PR,4121752.0
Ribeirão Claro/PR,PR,4121802.0
Ribeirão do Pinhal/PR,PR,4121901.0
Rio Azul/PR,PR,4122008.0
Rio Bom/PR,PR,4122107.0
Rio Bonito do Iguaçu/PR,PR,4122156.0
Rio Branco do Ivaí/PR,PR,4122172.0
Rio Branco do Sul/PR,PR,4122206.0
Rio Negro/PR,PR,4122305.0
Rolândia/PR,PR,4122404.0
Roncador/PR,PR,4122503.0
Rondon/PR,PR,4122602.0
Rosário do Ivaí/PR,PR,4122651.0
Sabáudia/PR,PR,4122701.0
Salgado Filho/PR,PR,4122800.0
Salto do Itararé/PR,PR,4122909.0
Salto do Lontra/PR,PR,4123006.0
Santa Amélia/PR,PR,4123105.0
Santa Cecília do Pavão/PR,PR,4123204.0
Santa Cruz de Monte Castelo/PR,PR,4123303.0
Santa Fé/PR,PR,4123402.0
Santa Helena/PR,PR,4123501.0
Santa Inês/PR,PR,4123600.0
Santa Isabel do Ivaí/PR,PR,4123709.0
Santa Izabel do Oeste/PR,PR,4123808.0
Santa Lúcia/PR,PR,4123824.0
Santa Maria do Oeste/PR,PR,4123857.0
Santa Mariana/PR,PR,4123907.0
Santa Mônica/PR,PR,4123956.0
Santana do Itararé/PR,PR,4124004.0
Santa Tereza do Oeste/PR,PR,4124020.0
Santa Terezinha de Itaipu/PR,PR,4124053.0
Santo Antônio da Platina/PR,PR,4124103.0
Santo Antônio do Caiuá/PR,PR,4124202.0
Santo Antônio do Paraíso/PR,PR,4124301.0
Santo Antônio do Sudoeste/PR,PR,4124400.0
Santo Inácio/PR,PR,4124509.0
São Carlos do Ivaí/PR,PR,4124608.0
São Jerônimo da Serra/PR,PR,4124707.0
São João/PR,PR,4124806.0
São João do Caiuá/PR,PR,4124905.0
São João do Ivaí/PR,PR,4125001.0
São João do Triunfo/PR,PR,4125100.0
São Jorge d'Oeste/PR,PR,4125209.0
São Jorge do Ivaí/PR,PR,4125308.0
São Jorge do Patrocínio/PR,PR,4125357.0
São José da Boa Vista/PR,PR,4125407.0
São José das Palmeiras/PR,PR,4125456.0
São José dos Pinhais/PR,PR,4125506.0
São Manoel do Paraná/PR,PR,4125555.0
São Mateus do Sul/PR,PR,4125605.0
São Miguel do Iguaçu/PR,PR,4125704.0
São Pedro do Iguaçu/PR,PR,4125753.0
São Pedro do Ivaí/PR,PR,4125803.0
São Pedro do Paraná/PR,PR,4125902.0
São Sebastião da Amoreira/PR,PR,4126009.0
São Tomé/PR,PR,4126108.0
Sapopema/PR,PR,4126207.0
Sarandi/PR,PR,4126256.0
Saudade do Iguaçu/PR,PR,4126272.0
Sengés/PR,PR,4126306.0
Serranópolis do Iguaçu/PR,PR,4126355.0
Sertaneja/PR,PR,4126405.0
Sertanópolis/PR,PR,4126504.0
Siqueira Campos/PR,PR,4126603.0
Sulina/PR,PR,4126652.0
Tamarana/PR,PR,4126678.0
Tamboara/PR,PR,4126702.0
Tapejara/PR,PR,4126801.0
Tapira/PR,PR,4126900.0
Teixeira Soares/PR,PR,4127007.0
Telêmaco Borba/PR,PR,4127106.0
Terra Boa/PR,PR,4127205.0
Terra Rica/PR,PR,4127304.0
Terra Roxa/PR,PR,4127403.0
Tibagi/PR,PR,4127502.0
Tijucas do Sul/PR,PR,4127601.0
Toledo/PR,PR,4127700.0
Tomazina/PR,PR,4127809.0
Três Barras do Paraná/PR,PR,4127858.0
Tunas do Paraná/PR,PR,4127882.0
Tuneiras do Oeste/PR,PR,4127908.0
Tupãssi/PR,PR,4127957.0
Turvo/PR,PR,4127965.0
Ubiratã/PR,PR,4128005.0
Umuarama/PR,PR,4128104.0
União da Vitória/PR,PR,4128203.0
Uniflor/PR,PR,4128302.0
Uraí/PR,PR,4128401.0
Wenceslau Braz/PR,PR,4128500.0
Ventania/PR,PR,4128534.0
Vera Cruz do Oeste/PR,PR,4128559.0
Verê/PR,PR,4128609.0
Alto Paraíso/PR,PR,4128625.0
Doutor Ulysses/PR,PR,4128633.0
Virmond/PR,PR,4128658.0
Vitorino/PR,PR,4128708.0
Xambrê/PR,PR,4128807.0
Abdon Batista/SC,SC,4200051.0
Abelardo Luz/SC,SC,4200101.0
Agrolândia/SC,SC,4200200.0
Agronômica/SC,SC,4200309.0
Água Doce/SC,SC,4200408.0
Águas de Chapecó/SC,SC,4200507.0
Águas Frias/SC,SC,4200556.0
Águas Mornas/SC,SC,4200606.0
Alfredo Wagner/SC,SC,4200705.0
Alto Bela Vista/SC,SC,4200754.0
Anchieta/SC,SC,4200804.0
Anita Garibaldi/SC,SC,4201000.0
Apiúna/SC,SC,4201257.0
Arabutã/SC,SC,4201273.0
Araquari/SC,SC,4201307.0
Araranguá/SC,SC,4201406.0
Armazém/SC,SC,4201505.0
Arroio Trinta/SC,SC,4201604.0
Ascurra/SC,SC,4201703.0
Atalanta/SC,SC,4201802.0
Aurora/SC,SC,4201901.0
Balneário Camboriú/SC,SC,4202008.0
Balneário Barra do Sul/SC,SC,4202057.0
Bandeirante/SC,SC,4202081.0
Barra Velha/SC,SC,4202107.0
Bela Vista do Toldo/SC,SC,4202131.0
Belmonte/SC,SC,4202156.0
Benedito Novo/SC,SC,4202206.0
Biguaçu/SC,SC,4202305.0
Blumenau/SC,SC,4202404.0
Bocaina do Sul/SC,SC,4202438.0
Bombinhas/SC,SC,4202453.0
Bom Jardim da Serra/SC,SC,4202503.0
Bom Jesus/SC,SC,4202537.0
Bom Jesus do Oeste/SC,SC,4202578.0
Bom Retiro/SC,SC,4202602.0
Braço do Norte/SC,SC,4202800.0
Braço do Trombudo/SC,SC,4202859.0
Brunópolis/SC,SC,4202875.0
Brusque/SC,SC,4202909.0
Caçador/SC,SC,4203006.0
Caibi/SC,SC,4203105.0
Calmon/SC,SC,4203154.0
Camboriú/SC,SC,4203204.0
Capão Alto/SC,SC,4203253.0
Campo Alegre/SC,SC,4203303.0
Campo Belo do Sul/SC,SC,4203402.0
Campo Erê/SC,SC,4203501.0
Campos Novos/SC,SC,4203600.0
Canelinha/SC,SC,4203709.0
Canoinhas/SC,SC,4203808.0
Capinzal/SC,SC,4203907.0
Capivari de Baixo/SC,SC,4203956.0
Catanduvas/SC,SC,4204004.0
Caxambu do Sul/SC,SC,4204103.0
Celso Ramos/SC,SC,4204152.0
Cerro Negro/SC,SC,4204178.0
Chapecó/SC,SC,4204202.0
Cocal do Sul/SC,SC,4204251.0
Concórdia/SC,SC,4204301.0
Cordilheira Alta/SC,SC,4204350.0
Coronel Freitas/SC,SC,4204400.0
Corupá/SC,SC,4204509.0
Correia Pinto/SC,SC,4204558.0
Criciúma/SC,SC,4204608.0
Cunha Porã/SC,SC,4204707.0
Cunhataí/SC,SC,4204756.0
Curitibanos/SC,SC,4204806.0
Descanso/SC,SC,4204905.0
Dionísio Cerqueira/SC,SC,4205001.0
Dona Emma/SC,SC,4205100.0
Doutor Pedrinho/SC,SC,4205159.0
Entre Rios/SC,SC,4205175.0
Ermo/SC,SC,4205191.0
Erval Velho/SC,SC,4205209.0
Faxinal dos Guedes/SC,SC,4205308.0
Florianópolis/SC,SC,4205407.0
Formosa do Sul/SC,SC,4205431.0
Forquilhinha/SC,SC,4205456.0
Fraiburgo/SC,SC,4205506.0
Frei Rogério/SC,SC,4205555.0
Galvão/SC,SC,4205605.0
Garopaba/SC,SC,4205704.0
Garuva/SC,SC,4205803.0
Gaspar/SC,SC,4205902.0
Grão Pará/SC,SC,4206108.0
Gravatal/SC,SC,4206207.0
Guaraciaba/SC,SC,4206405.0
Guaramirim/SC,SC,4206504.0
Guarujá do Sul/SC,SC,4206603.0
Guatambú/SC,SC,4206652.0
Ibiam/SC,SC,4206751.0
Ibicaré/SC,SC,4206801.0
Ibirama/SC,SC,4206900.0
Ilhota/SC,SC,4207106.0
Imaruí/SC,SC,4207205.0
Imbituba/SC,SC,4207304.0
Imbuia/SC,SC,4207403.0
Indaial/SC,SC,4207502.0
Iomerê/SC,SC,4207577.0
Ipira/SC,SC,4207601.0
Iporã do Oeste/SC,SC,4207650.0
Ipuaçu/SC,SC,4207684.0
Ipumirim/SC,SC,4207700.0
Iraceminha/SC,SC,4207759.0
Irani/SC,SC,4207809.0
Irati/SC,SC,4207858.0
Irineópolis/SC,SC,4207908.0
Itá/SC,SC,4208005.0
Itaiópolis/SC,SC,4208104.0
Itajaí/SC,SC,4208203.0
Itapema/SC,SC,4208302.0
